CTE|ELT86964.1	K05030
CTE|ELU05514.1	K12567
CTE|ELU05516.1	K19683
CTE|ELU05517.1	K03869
CTE|ELU05519.1	K10319
CTE|ELU05522.1	K19677
CTE|ELU05523.1	K00629
CTE|ELU05526.1	K00876
CTE|ELU05527.1	K03232
CTE|ELU05530.1	K00019
CTE|ELU05538.1	K01044
CTE|ELU05539.1	K00830
CTE|ELU05542.1	K12946
CTE|ELU05543.1	K04547
CTE|ELU05548.1	K00857
CTE|ELU05551.1	K08731
CTE|ELU05554.1	K19363
CTE|ELU05556.1	K19363
CTE|ELU05557.1	K17854
CTE|ELU05559.1	K08823
CTE|ELU05560.1	K13524
CTE|ELU05569.1	K11254
CTE|ELU05570.1	K11251
CTE|ELU05571.1	K07422
CTE|ELU05575.1	K06560
CTE|ELU05580.1	K20526
CTE|ELU05582.1	K08202
CTE|ELU05584.1	K14825
CTE|ELU05591.1	K12896
CTE|ELU05592.1	K09658
CTE|ELU05593.1	K16309
CTE|ELU05596.1	K06233
CTE|ELU05603.1	K10143
CTE|ELU05616.1	K00753
CTE|ELU05624.1	K02183
CTE|ELU05631.1	K17391
CTE|ELU05633.1	K13912
CTE|ELU05639.1	K11406
CTE|ELU05642.1	K00710
CTE|ELU05643.1	K00710
CTE|ELU05644.1	K00710
CTE|ELU05645.1	K14464
CTE|ELU05646.1	K07435
CTE|ELU05647.1	K16669
CTE|ELU05652.1	K14343
CTE|ELU05653.1	K12345
CTE|ELU05660.1	K10475
CTE|ELU05661.1	K09073
CTE|ELU05662.1	K09073
CTE|ELU05663.1	K03843
CTE|ELU05671.1	K06238
CTE|ELU05672.1	K06238
CTE|ELU05673.1	K06238
CTE|ELU05674.1	K09512
CTE|ELU05675.1	K00727
CTE|ELU05677.1	K13806
CTE|ELU05679.1	K06066
CTE|ELU05683.1	K01740
CTE|ELU05684.1	K14155
CTE|ELU05692.1	K14327
CTE|ELU05695.1	K12481
CTE|ELU05699.1	K00683
CTE|ELU05700.1	K11671
CTE|ELU05701.1	K22614
CTE|ELU05703.1	K05034
CTE|ELU05710.1	K10464
CTE|ELU05711.1	K05692
CTE|ELU05712.1	K18646
CTE|ELU05713.1	K02905
CTE|ELU05716.1	K17495
CTE|ELU05717.1	K17495
CTE|ELU05719.1	K07951
CTE|ELU05720.1	K08150
CTE|ELU05722.1	K05727
CTE|ELU05725.1	K04605
CTE|ELU05726.1	K12298
CTE|ELU05731.1	K20166
CTE|ELU05733.1	K20166
CTE|ELU05735.1	K05681
CTE|ELU05737.1	K10791
CTE|ELU05738.1	K00728
CTE|ELU05739.1	K14560
CTE|ELU05740.1	K09073
CTE|ELU05744.1	K21877
CTE|ELU05747.1	K15168
CTE|ELU05751.1	K11340
CTE|ELU05753.1	K13171
CTE|ELU05757.1	K07508
CTE|ELU05759.1	K03978
CTE|ELU05772.1	K03315
CTE|ELU05775.1	K03327
CTE|ELU05777.1	K05643
CTE|ELU05780.1	K22656
CTE|ELU05781.1	K22656
CTE|ELU05782.1	K22656
CTE|ELU05783.1	K22656
CTE|ELU05784.1	K22656
CTE|ELU05788.1	K00512
CTE|ELU05793.1	K14342
CTE|ELU05805.1	K04043
CTE|ELU05806.1	K04043
CTE|ELU05813.1	K08872
CTE|ELU05814.1	K10891
CTE|ELU05817.1	K16862
CTE|ELU05818.1	K08880
CTE|ELU05819.1	K14845
CTE|ELU05823.1	K19759
CTE|ELU05824.1	K02366
CTE|ELU05826.1	K11255
CTE|ELU05828.1	K10296
CTE|ELU05831.1	K22145
CTE|ELU05832.1	K14808
CTE|ELU05833.1	K13917
CTE|ELU05835.1	K12833
CTE|ELU05836.1	K20639
CTE|ELU05837.1	K08852
CTE|ELU05838.1	K08852
CTE|ELU05840.1	K21767
CTE|ELU05847.1	K00501
CTE|ELU05854.1	K01591
CTE|ELU05855.1	K01025
CTE|ELU05856.1	K08106
CTE|ELU05858.1	K08851
CTE|ELU05859.1	K08851
CTE|ELU05860.1	K14753
CTE|ELU05863.1	K09585
CTE|ELU05864.1	K10453
CTE|ELU05866.1	K21198
CTE|ELU05869.1	K02599
CTE|ELU05871.1	K05619
CTE|ELU05873.1	K19530
CTE|ELU05878.1	K16532
CTE|ELU05879.1	K20291
CTE|ELU05881.1	K15151
CTE|ELU05882.1	K12352
CTE|ELU05883.1	K01338
CTE|ELU05885.1	K05543
CTE|ELU05886.1	K08957
CTE|ELU05888.1	K13510
CTE|ELU05892.1	K10462
CTE|ELU05898.1	K09228
CTE|ELU05906.1	K09828
CTE|ELU05907.1	K10638
CTE|ELU05910.1	K10645
CTE|ELU05913.1	K18646
CTE|ELU05914.1	K13887
CTE|ELU05915.1	K00287
CTE|ELU05917.1	K11140
CTE|ELU05920.1	K11140
CTE|ELU05921.1	K11140
CTE|ELU05922.1	K11140
CTE|ELU05924.1	K11140
CTE|ELU05926.1	K00472
CTE|ELU05927.1	K06634
CTE|ELU05928.1	K05681
CTE|ELU05929.1	K10350
CTE|ELU05930.1	K13291
CTE|ELU05933.1	K17080
CTE|ELU05936.1	K04393
CTE|ELU05937.1	K02427
CTE|ELU05940.1	K11717
CTE|ELU05942.1	K04596
CTE|ELU05943.1	K03070
CTE|ELU05944.1	K02871
CTE|ELU05945.1	K02996
CTE|ELU05947.1	K02599
CTE|ELU05949.1	K18168
CTE|ELU05952.1	K18272
CTE|ELU05968.1	K01593
CTE|ELU05971.1	K01511
CTE|ELU05972.1	K10251
CTE|ELU05974.1	K01596
CTE|ELU05976.1	K16449
CTE|ELU05983.1	K17936
CTE|ELU05986.1	K14079
CTE|ELU05988.1	K21870
CTE|ELU05989.1	K02991
CTE|ELU05990.1	K20915
CTE|ELU05991.1	K20915
CTE|ELU06002.1	K09668
CTE|ELU06003.1	K03320
CTE|ELU06004.1	K05460
CTE|ELU06005.1	K05122
CTE|ELU06008.1	K08202
CTE|ELU06009.1	K01299
CTE|ELU06012.1	K12196
CTE|ELU06015.1	K10463
CTE|ELU06025.1	K00008
CTE|ELU06026.1	K10356
CTE|ELU06031.1	K17495
CTE|ELU06039.1	K09228
CTE|ELU06040.1	K09574
CTE|ELU06043.1	K17495
CTE|ELU06046.1	K06252
CTE|ELU06054.1	K13481
CTE|ELU06056.1	K10450
CTE|ELU06063.1	K11863
CTE|ELU06069.1	K20892
CTE|ELU06070.1	K12074
CTE|ELU06071.1	K07839
CTE|ELU06074.1	K06238
CTE|ELU06075.1	K06238
CTE|ELU06076.1	K06238
CTE|ELU06077.1	K03927
CTE|ELU06081.1	K03257
CTE|ELU06082.1	K03257
CTE|ELU06086.1	K04230
CTE|ELU06087.1	K17593
CTE|ELU06088.1	K04233
CTE|ELU06099.1	K22864
CTE|ELU06103.1	K01489
CTE|ELU06105.1	K11346
CTE|ELU06106.1	K22414
CTE|ELU06109.1	K06963
CTE|ELU06110.1	K13806
CTE|ELU06112.1	K20398
CTE|ELU06114.1	K00297
CTE|ELU06119.1	K10149
CTE|ELU06122.1	K22659
CTE|ELU06125.1	K07525
CTE|ELU06126.1	K09403
CTE|ELU06127.1	K22037
CTE|ELU06134.1	K00627
CTE|ELU06137.1	K00232
CTE|ELU06142.1	K15734
CTE|ELU06143.1	K02885
CTE|ELU06144.1	K00234
CTE|ELU06148.1	K12839
CTE|ELU06149.1	K07918
CTE|ELU06152.1	K10758
CTE|ELU06156.1	K19025
CTE|ELU06158.1	K16336
CTE|ELU06160.1	K02183
CTE|ELU06162.1	K09228
CTE|ELU06163.1	K08428
CTE|ELU06166.1	K02760
CTE|ELU06167.1	K17602
CTE|ELU06168.1	K03474
CTE|ELU06169.1	K00997
CTE|ELU06173.1	K00002
CTE|ELU06177.1	K04708
CTE|ELU06179.1	K06560
CTE|ELU06180.1	K10443
CTE|ELU06182.1	K16475
CTE|ELU06184.1	K11087
CTE|ELU06187.1	K03097
CTE|ELU06190.1	K21247
CTE|ELU06191.1	K19476
CTE|ELU06192.1	K19942
CTE|ELU06193.1	K10416
CTE|ELU06194.1	K08803
CTE|ELU06197.1	K00814
CTE|ELU06198.1	K17441
CTE|ELU06199.1	K09228
CTE|ELU06201.1	K08115
CTE|ELU06203.1	K10847
CTE|ELU06216.1	K01920
CTE|ELU06217.1	K01613
CTE|ELU06219.1	K04398
CTE|ELU06223.1	K10380
CTE|ELU06226.1	K09490
CTE|ELU06230.1	K04699
CTE|ELU06231.1	K04257
CTE|ELU06237.1	K14997
CTE|ELU06238.1	K06252
CTE|ELU06239.1	K13278
CTE|ELU06240.1	K00574
CTE|ELU06246.1	K08770
CTE|ELU06247.1	K02954
CTE|ELU06249.1	K03231
CTE|ELU06250.1	K00937
CTE|ELU06251.1	K04219
CTE|ELU06254.1	K15697
CTE|ELU06256.1	K11368
CTE|ELU06257.1	K10442
CTE|ELU06258.1	K00272
CTE|ELU06260.1	K06875
CTE|ELU06261.1	K03514
CTE|ELU06264.1	K12373
CTE|ELU06265.1	K00718
CTE|ELU06268.1	K18399
CTE|ELU06270.1	K07071
CTE|ELU06271.1	K12391
CTE|ELU06272.1	K02135
CTE|ELU06273.1	K08601
CTE|ELU06274.1	K02875
CTE|ELU06276.1	K14396
CTE|ELU06278.1	K11878
CTE|ELU06279.1	K10104
CTE|ELU06285.1	K03283
CTE|ELU06286.1	K10104
CTE|ELU06287.1	K05030
CTE|ELU06288.1	K22764
CTE|ELU06295.1	K04265
CTE|ELU06307.1	K14793
CTE|ELU06308.1	K21873
CTE|ELU06312.1	K08624
CTE|ELU06313.1	K10772
CTE|ELU06317.1	K09668
CTE|ELU06319.1	K14704
CTE|ELU06321.1	K14386
CTE|ELU06325.1	K01022
CTE|ELU06326.1	K01022
CTE|ELU06327.1	K01022
CTE|ELU06331.1	K19941
CTE|ELU06334.1	K01365
CTE|ELU06336.1	K04266
CTE|ELU06337.1	K05720
CTE|ELU06338.1	K01365
CTE|ELU06339.1	K16455
CTE|ELU06343.1	K06076
CTE|ELU06346.1	K16745
CTE|ELU06349.1	K04097
CTE|ELU06352.1	K03118
CTE|ELU06359.1	K12852
CTE|ELU06364.1	K02090
CTE|ELU06365.1	K11650
CTE|ELU06366.1	K14686
CTE|ELU06373.1	K14521
CTE|ELU06376.1	K13960
CTE|ELU06379.1	K07180
CTE|ELU06380.1	K01575
CTE|ELU06381.1	K03453
CTE|ELU06383.1	K01537
CTE|ELU06388.1	K12811
CTE|ELU06390.1	K17637
CTE|ELU06391.1	K13289
CTE|ELU06394.1	K12598
CTE|ELU06395.1	K14616
CTE|ELU06398.1	K07119
CTE|ELU06399.1	K14312
CTE|ELU06400.1	K20098
CTE|ELU06401.1	K10631
CTE|ELU06402.1	K14692
CTE|ELU06403.1	K07739
CTE|ELU06404.1	K15276
CTE|ELU06407.1	K12472
CTE|ELU06408.1	K03661
CTE|ELU06409.1	K01080
CTE|ELU06414.1	K10428
CTE|ELU06418.1	K12184
CTE|ELU06420.1	K18438
CTE|ELU06421.1	K12323
CTE|ELU06423.1	K00734
CTE|ELU06424.1	K15580
CTE|ELU06429.1	K06821
CTE|ELU06433.1	K00287
CTE|ELU06434.1	K19787
CTE|ELU06437.1	K08621
CTE|ELU06438.1	K17043
CTE|ELU06439.1	K18629
CTE|ELU06440.1	K09291
CTE|ELU06443.1	K10456
CTE|ELU06446.1	K08057
CTE|ELU06447.1	K12196
CTE|ELU06450.1	K07178
CTE|ELU06452.1	K02134
CTE|ELU06456.1	K00416
CTE|ELU06457.1	K22188
CTE|ELU06458.1	K07756
CTE|ELU06461.1	K01136
CTE|ELU06463.1	K14403
CTE|ELU06474.1	K10865
CTE|ELU06475.1	K22855
CTE|ELU06478.1	K20865
CTE|ELU06479.1	K01446
CTE|ELU06480.1	K13298
CTE|ELU06485.1	K15119
CTE|ELU06489.1	K07380
CTE|ELU06491.1	K10473
CTE|ELU06492.1	K10473
CTE|ELU06494.1	K09320
CTE|ELU06495.1	K09320
CTE|ELU06497.1	K13411
CTE|ELU06498.1	K17233
CTE|ELU06504.1	K15909
CTE|ELU06512.1	K18277
CTE|ELU06513.1	K01937
CTE|ELU06516.1	K07019
CTE|ELU06519.1	K01110
CTE|ELU06520.1	K22530
CTE|ELU06525.1	K02087
CTE|ELU06528.1	K01639
CTE|ELU06530.1	K06942
CTE|ELU06537.1	K02537
CTE|ELU06541.1	K07819
CTE|ELU06546.1	K05252
CTE|ELU06547.1	K05692
CTE|ELU06551.1	K13403
CTE|ELU06557.1	K10443
CTE|ELU06558.1	K00156
CTE|ELU06560.1	K11155
CTE|ELU06561.1	K04450
CTE|ELU06565.1	K05543
CTE|ELU06568.1	K03585
CTE|ELU06573.1	K01025
CTE|ELU06574.1	K01025
CTE|ELU06575.1	K01025
CTE|ELU06581.1	K14071
CTE|ELU06582.1	K00022
CTE|ELU06583.1	K00022
CTE|ELU06588.1	K14015
CTE|ELU06591.1	K01754
CTE|ELU06595.1	K19682
CTE|ELU06596.1	K12165
CTE|ELU06607.1	K15451
CTE|ELU06608.1	K13499
CTE|ELU06609.1	K17583
CTE|ELU06613.1	K01022
CTE|ELU06616.1	K16484
CTE|ELU06617.1	K19329
CTE|ELU06618.1	K14295
CTE|ELU06625.1	K04458
CTE|ELU06626.1	K09647
CTE|ELU06630.1	K06633
CTE|ELU06633.1	K11824
CTE|ELU06634.1	K01953
CTE|ELU06636.1	K18808
CTE|ELU06639.1	K20051
CTE|ELU06641.1	K12046
CTE|ELU06650.1	K09680
CTE|ELU06653.1	K12826
CTE|ELU06656.1	K15370
CTE|ELU06657.1	K03211
CTE|ELU06658.1	K06240
CTE|ELU06661.1	K10263
CTE|ELU06662.1	K17553
CTE|ELU06666.1	K00753
CTE|ELU06667.1	K03859
CTE|ELU06675.1	K18932
CTE|ELU06677.1	K09856
CTE|ELU06682.1	K07820
CTE|ELU06683.1	K10645
CTE|ELU06697.1	K04289
CTE|ELU06701.1	K07523
CTE|ELU06706.1	K03914
CTE|ELU06714.1	K14085
CTE|ELU06715.1	K19502
CTE|ELU06718.1	K08069
CTE|ELU06719.1	K21358
CTE|ELU06721.1	K17292
CTE|ELU06722.1	K12397
CTE|ELU06724.1	K19995
CTE|ELU06726.1	K06842
CTE|ELU06728.1	K09228
CTE|ELU06729.1	K09208
CTE|ELU06731.1	K09228
CTE|ELU06735.1	K11140
CTE|ELU06736.1	K06560
CTE|ELU06739.1	K00902
CTE|ELU06741.1	K08115
CTE|ELU06743.1	K05728
CTE|ELU06747.1	K14616
CTE|ELU06749.1	K06820
CTE|ELU06750.1	K06820
CTE|ELU06754.1	K20526
CTE|ELU06755.1	K15076
CTE|ELU06759.1	K21441
CTE|ELU06760.1	K01689
CTE|ELU06761.1	K18741
CTE|ELU06763.1	K22077
CTE|ELU06764.1	K13711
CTE|ELU06765.1	K13711
CTE|ELU06771.1	K08106
CTE|ELU06777.1	K05750
CTE|ELU06778.1	K02453
CTE|ELU06787.1	K02182
CTE|ELU06791.1	K05661
CTE|ELU06794.1	K20235
CTE|ELU06795.1	K20235
CTE|ELU06797.1	K20052
CTE|ELU06800.1	K13335
CTE|ELU06801.1	K01158
CTE|ELU06802.1	K01158
CTE|ELU06807.1	K11259
CTE|ELU06808.1	K08175
CTE|ELU06809.1	K05700
CTE|ELU06820.1	K11703
CTE|ELU06821.1	K22037
CTE|ELU06829.1	K13652
CTE|ELU06832.1	K01611
CTE|ELU06836.1	K14386
CTE|ELU06841.1	K09228
CTE|ELU06842.1	K13106
CTE|ELU06843.1	K08898
CTE|ELU06845.1	K00789
CTE|ELU06850.1	K16544
CTE|ELU06851.1	K15627
CTE|ELU06853.1	K16311
CTE|ELU06854.1	K05456
CTE|ELU06855.1	K12896
CTE|ELU06858.1	K14662
CTE|ELU06861.1	K04467
CTE|ELU06862.1	K03103
CTE|ELU06863.1	K13811
CTE|ELU06864.1	K09518
CTE|ELU06865.1	K18055
CTE|ELU06866.1	K10767
CTE|ELU06869.1	K01017
CTE|ELU06870.1	K00231
CTE|ELU06871.1	K01749
CTE|ELU06872.1	K08378
CTE|ELU06873.1	K08374
CTE|ELU06877.1	K00613
CTE|ELU06878.1	K19657
CTE|ELU06879.1	K22803
CTE|ELU06881.1	K05728
CTE|ELU06884.1	K10570
CTE|ELU06885.1	K11404
CTE|ELU06887.1	K04828
CTE|ELU06888.1	K01022
CTE|ELU06892.1	K04885
CTE|ELU06895.1	K17921
CTE|ELU06901.1	K14554
CTE|ELU06902.1	K22859
CTE|ELU06903.1	K22859
CTE|ELU06907.1	K16550
CTE|ELU06910.1	K00029
CTE|ELU06911.1	K15283
CTE|ELU06912.1	K04677
CTE|ELU06915.1	K11839
CTE|ELU06920.1	K10249
CTE|ELU06922.1	K03899
CTE|ELU06926.1	K04725
CTE|ELU06927.1	K16061
CTE|ELU06928.1	K01945
CTE|ELU06934.1	K12878
CTE|ELU06935.1	K00727
CTE|ELU06936.1	K14826
CTE|ELU06937.1	K14994
CTE|ELU06939.1	K01784
CTE|ELU06940.1	K04872
CTE|ELU06942.1	K15183
CTE|ELU06946.1	K13774
CTE|ELU06947.1	K00253
CTE|ELU06948.1	K01969
CTE|ELU06950.1	K01907
CTE|ELU06954.1	K05693
CTE|ELU06966.1	K06101
CTE|ELU06968.1	K00737
CTE|ELU06970.1	K11969
CTE|ELU06971.1	K16799
CTE|ELU06973.1	K09228
CTE|ELU06982.1	K01336
CTE|ELU06984.1	K04217
CTE|ELU06986.1	K03320
CTE|ELU06987.1	K10637
CTE|ELU06990.1	K02266
CTE|ELU06995.1	K14611
CTE|ELU06997.1	K14319
CTE|ELU06998.1	K01586
CTE|ELU07000.1	K10839
CTE|ELU07001.1	K15153
CTE|ELU07002.1	K10268
CTE|ELU07004.1	K11997
CTE|ELU07009.1	K21246
CTE|ELU07010.1	K08509
CTE|ELU07012.1	K16942
CTE|ELU07016.1	K17849
CTE|ELU07022.1	K01047
CTE|ELU07026.1	K10316
CTE|ELU07027.1	K04496
CTE|ELU07028.1	K18624
CTE|ELU07032.1	K06569
CTE|ELU07045.1	K09250
CTE|ELU07052.1	K20198
CTE|ELU07054.1	K05312
CTE|ELU07056.1	K14833
CTE|ELU07057.1	K16449
CTE|ELU07058.1	K16449
CTE|ELU07061.1	K18460
CTE|ELU07070.1	K04974
CTE|ELU07071.1	K15464
CTE|ELU07072.1	K07192
CTE|ELU07073.1	K15423
CTE|ELU07075.1	K02881
CTE|ELU07080.1	K13912
CTE|ELU07082.1	K04468
CTE|ELU07083.1	K10756
CTE|ELU07085.1	K18529
CTE|ELU07086.1	K18529
CTE|ELU07089.1	K04648
CTE|ELU07093.1	K03255
CTE|ELU07097.1	K12180
CTE|ELU07098.1	K05954
CTE|ELU07102.1	K20400
CTE|ELU07103.1	K16677
CTE|ELU07106.1	K05294
CTE|ELU07107.1	K00476
CTE|ELU07114.1	K03012
CTE|ELU07118.1	K18084
CTE|ELU07119.1	K08332
CTE|ELU07121.1	K14323
CTE|ELU07122.1	K07437
CTE|ELU07126.1	K10392
CTE|ELU07128.1	K15190
CTE|ELU07131.1	K00858
CTE|ELU07133.1	K20892
CTE|ELU07134.1	K11810
CTE|ELU07139.1	K11985
CTE|ELU07140.1	K06158
CTE|ELU07144.1	K04194
CTE|ELU07147.1	K19657
CTE|ELU07151.1	K00362
CTE|ELU07154.1	K02262
CTE|ELU07155.1	K04955
CTE|ELU07157.1	K04277
CTE|ELU07158.1	K12193
CTE|ELU07159.1	K10396
CTE|ELU07161.1	K00665
CTE|ELU07164.1	K05466
CTE|ELU07165.1	K00710
CTE|ELU07167.1	K10104
CTE|ELU07172.1	K05313
CTE|ELU07174.1	K06883
CTE|ELU07175.1	K14776
CTE|ELU07176.1	K02207
CTE|ELU07177.1	K18038
CTE|ELU07178.1	K14842
CTE|ELU07179.1	K05312
CTE|ELU07186.1	K08585
CTE|ELU07187.1	K19867
CTE|ELU07188.1	K01022
CTE|ELU07189.1	K01025
CTE|ELU07190.1	K09207
CTE|ELU07192.1	K14569
CTE|ELU07193.1	K14569
CTE|ELU07195.1	K11166
CTE|ELU07196.1	K11366
CTE|ELU07198.1	K10845
CTE|ELU07199.1	K00022
CTE|ELU07202.1	K06724
CTE|ELU07210.1	K21863
CTE|ELU07211.1	K08776
CTE|ELU07213.1	K17551
CTE|ELU07214.1	K17551
CTE|ELU07215.1	K08017
CTE|ELU07216.1	K11067
CTE|ELU07221.1	K01136
CTE|ELU07223.1	K18630
CTE|ELU07224.1	K06793
CTE|ELU07229.1	K10882
CTE|ELU07230.1	K22721
CTE|ELU07231.1	K14620
CTE|ELU07245.1	K19867
CTE|ELU07246.1	K00461
CTE|ELU07253.1	K04628
CTE|ELU07254.1	K14611
CTE|ELU07257.1	K02599
CTE|ELU07259.1	K14387
CTE|ELU07260.1	K10457
CTE|ELU07264.1	K20295
CTE|ELU07267.1	K11849
CTE|ELU07270.1	K05030
CTE|ELU07274.1	K02619
CTE|ELU07275.1	K00645
CTE|ELU07276.1	K03621
CTE|ELU07277.1	K02911
CTE|ELU07278.1	K06179
CTE|ELU07280.1	K01258
CTE|ELU07285.1	K07874
CTE|ELU07288.1	K17498
CTE|ELU07290.1	K19399
CTE|ELU07291.1	K05357
CTE|ELU07292.1	K13988
CTE|ELU07293.1	K09564
CTE|ELU07295.1	K04829
CTE|ELU07302.1	K00456
CTE|ELU07303.1	K08773
CTE|ELU07305.1	K15304
CTE|ELU07307.1	K19403
CTE|ELU07308.1	K09595
CTE|ELU07309.1	K09209
CTE|ELU07310.1	K03424
CTE|ELU07313.1	K06275
CTE|ELU07315.1	K09448
CTE|ELU07318.1	K09067
CTE|ELU07319.1	K13517
CTE|ELU07322.1	K03121
CTE|ELU07327.1	K05728
CTE|ELU07328.1	K05728
CTE|ELU07330.1	K15437
CTE|ELU07334.1	K00294
CTE|ELU07335.1	K19986
CTE|ELU07339.1	K13866
CTE|ELU07340.1	K02353
CTE|ELU07341.1	K10645
CTE|ELU07342.1	K10645
CTE|ELU07346.1	K05692
CTE|ELU07347.1	K10461
CTE|ELU07350.1	K16857
CTE|ELU07352.1	K05692
CTE|ELU07368.1	K07053
CTE|ELU07375.1	K02725
CTE|ELU07385.1	K05125
CTE|ELU07387.1	K02989
CTE|ELU07388.1	K15717
CTE|ELU07389.1	K22037
CTE|ELU07393.1	K17495
CTE|ELU07394.1	K00787
CTE|ELU07395.1	K19031
CTE|ELU07399.1	K04596
CTE|ELU07400.1	K09185
CTE|ELU07401.1	K20827
CTE|ELU07403.1	K07524
CTE|ELU07405.1	K03283
CTE|ELU07406.1	K02936
CTE|ELU07407.1	K07055
CTE|ELU07408.1	K04543
CTE|ELU07409.1	K08064
CTE|ELU07411.1	K22721
CTE|ELU07412.1	K07524
CTE|ELU07413.1	K07524
CTE|ELU07414.1	K17478
CTE|ELU07419.1	K06692
CTE|ELU07423.1	K03321
CTE|ELU07424.1	K06560
CTE|ELU07428.1	K16072
CTE|ELU07430.1	K02186
CTE|ELU07432.1	K16554
CTE|ELU07433.1	K05540
CTE|ELU07436.1	K17902
CTE|ELU07442.1	K10142
CTE|ELU07443.1	K05648
CTE|ELU07452.1	K12307
CTE|ELU07457.1	K04794
CTE|ELU07459.1	K03030
CTE|ELU07461.1	K13354
CTE|ELU07462.1	K15621
CTE|ELU07468.1	K06692
CTE|ELU07470.1	K20052
CTE|ELU07472.1	K11428
CTE|ELU07476.1	K04043
CTE|ELU07481.1	K13108
CTE|ELU07483.1	K08545
CTE|ELU07485.1	K04558
CTE|ELU07486.1	K16483
CTE|ELU07491.1	K09228
CTE|ELU07496.1	K04596
CTE|ELU07502.1	K08409
CTE|ELU07504.1	K02842
CTE|ELU07506.1	K12191
CTE|ELU07508.1	K15107
CTE|ELU07509.1	K13191
CTE|ELU07510.1	K19607
CTE|ELU07517.1	K12863
CTE|ELU07519.1	K07560
CTE|ELU07525.1	K00108
CTE|ELU07526.1	K20318
CTE|ELU07528.1	K00164
CTE|ELU07531.1	K11140
CTE|ELU07533.1	K12947
CTE|ELU07534.1	K08585
CTE|ELU07535.1	K21396
CTE|ELU07543.1	K13164
CTE|ELU07544.1	K05668
CTE|ELU07548.1	K01126
CTE|ELU07549.1	K04437
CTE|ELU07550.1	K04437
CTE|ELU07551.1	K01872
CTE|ELU07553.1	K09660
CTE|ELU07559.1	K08869
CTE|ELU07561.1	K10109
CTE|ELU07563.1	K17495
CTE|ELU07565.1	K06103
CTE|ELU07571.1	K11838
CTE|ELU07572.1	K01116
CTE|ELU07576.1	K04628
CTE|ELU07577.1	K16749
CTE|ELU07579.1	K08331
CTE|ELU07585.1	K17278
CTE|ELU07586.1	K17278
CTE|ELU07591.1	K04306
CTE|ELU07595.1	K09330
CTE|ELU07596.1	K05749
CTE|ELU07597.1	K14803
CTE|ELU07599.1	K00976
CTE|ELU07600.1	K08190
CTE|ELU07605.1	K09858
CTE|ELU07610.1	K04085
CTE|ELU07611.1	K03327
CTE|ELU07616.1	K00753
CTE|ELU07617.1	K19054
CTE|ELU07620.1	K01305
CTE|ELU07621.1	K00003
CTE|ELU07622.1	K17916
CTE|ELU07623.1	K11578
CTE|ELU07625.1	K22390
CTE|ELU07627.1	K04257
CTE|ELU07628.1	K04825
CTE|ELU07632.1	K13217
CTE|ELU07637.1	K14613
CTE|ELU07640.1	K09336
CTE|ELU07641.1	K09336
CTE|ELU07643.1	K18932
CTE|ELU07644.1	K17262
CTE|ELU07645.1	K03031
CTE|ELU07649.1	K04810
CTE|ELU07650.1	K20826
CTE|ELU07652.1	K13114
CTE|ELU07657.1	K14795
CTE|ELU07658.1	K02867
CTE|ELU07659.1	K12829
CTE|ELU07663.1	K19603
CTE|ELU07667.1	K05612
CTE|ELU07669.1	K12898
CTE|ELU07676.1	K05291
CTE|ELU07684.1	K08528
CTE|ELU07687.1	K07422
CTE|ELU07688.1	K04911
CTE|ELU07693.1	K20303
CTE|ELU07697.1	K01183
CTE|ELU07701.1	K10461
CTE|ELU07708.1	K02940
CTE|ELU07709.1	K12185
CTE|ELU07711.1	K01022
CTE|ELU07718.1	K10649
CTE|ELU07719.1	K00109
CTE|ELU07720.1	K13025
CTE|ELU07721.1	K00166
CTE|ELU07723.1	K22763
CTE|ELU07724.1	K10158
CTE|ELU07730.1	K16449
CTE|ELU07731.1	K14376
CTE|ELU07735.1	K04703
CTE|ELU07736.1	K05119
CTE|ELU07737.1	K05119
CTE|ELU07741.1	K01953
CTE|ELU07742.1	K15712
CTE|ELU07750.1	K18993
CTE|ELU07751.1	K00727
CTE|ELU07753.1	K01446
CTE|ELU07754.1	K08789
CTE|ELU07755.1	K13240
CTE|ELU07756.1	K13240
CTE|ELU07757.1	K13240
CTE|ELU07758.1	K00910
CTE|ELU07760.1	K00318
CTE|ELU07763.1	K17495
CTE|ELU07764.1	K17266
CTE|ELU07765.1	K16518
CTE|ELU07767.1	K08269
CTE|ELU07770.1	K12323
CTE|ELU07773.1	K07253
CTE|ELU07774.1	K09027
CTE|ELU07778.1	K06965
CTE|ELU07779.1	K10575
CTE|ELU07781.1	K14386
CTE|ELU07784.1	K16865
CTE|ELU07791.1	K02602
CTE|ELU07792.1	K02602
CTE|ELU07793.1	K07969
CTE|ELU07796.1	K04097
CTE|ELU07797.1	K04097
CTE|ELU07798.1	K10579
CTE|ELU07799.1	K04097
CTE|ELU07801.1	K09228
CTE|ELU07802.1	K01907
CTE|ELU07808.1	K04646
CTE|ELU07810.1	K14843
CTE|ELU07813.1	K11669
CTE|ELU07814.1	K02934
CTE|ELU07815.1	K03252
CTE|ELU07817.1	K14857
CTE|ELU07818.1	K14857
CTE|ELU07819.1	K06630
CTE|ELU07821.1	K16452
CTE|ELU07825.1	K14780
CTE|ELU07827.1	K00559
CTE|ELU07828.1	K05765
CTE|ELU07831.1	K11187
CTE|ELU07832.1	K01315
CTE|ELU07836.1	K17360
CTE|ELU07840.1	K12375
CTE|ELU07848.1	K04153
